date,open,high,low,close,volume
2000-04-13,286.53,288.16,286.53,288.16,1995058
2000-04-14,284.77,287.03,284.77,286.86,1514458
2000-04-17,287.36,290.71,287.36,290.71,7472478
2000-04-18,294.90,298.69,294.60,296.77,6254085
2000-04-19,297.97,302.81,295.69,302.81,9511
2000-04-20,300.89,303.80,300.34,303.80,69591
2000-04-21,302.82,303.86,301.88,301.88,1891318
2000-04-24,304.65,307.72,304.65,305.93,9792760
2000-04-25,304.57,305.19,304.30,304.61,1905312
2000-04-26,306.35,309.47,306.35,309.47,419929
2000-04-27,309.27,309.27,299.28,299.28,792164
2000-04-28,293.86,293.86,289.16,290.26,32316955
2000-05-01,286.47,288.30,284.08,288.30,211414
2000-05-02,288.93,288.93,283.56,284.45,95964
2000-05-03,286.38,290.67,286.38,290.67,274365
2000-05-04,285.37,291.02,285.37,290.60,1013930
2000-05-05,293.17,299.81,293.17,298.61,753870
2000-05-08,296.84,296.84,289.98,290.83,849169
2000-05-09,294.68,300.88,294.53,300.88,4082791
2000-05-10,304.32,305.56,301.07,301.43,585319
2000-05-11,301.40,301.64,296.08,296.08,1053377
2000-05-12,296.29,296.29,293.22,293.22,3037418
2000-05-15,290.19,296.03,290.19,296.03,459865
2000-05-16,296.84,296.84,291.74,291.74,292538
2000-05-17,293.06,295.48,293.06,295.26,2041110
2000-05-18,297.98,304.70,297.98,300.81,913831
2000-05-19,300.12,301.30,298.94,301.30,2186015
2000-05-22,301.45,310.31,301.45,310.31,211859
2000-05-23,314.19,321.80,313.85,321.80,2777511
2000-05-24,325.11,325.11,321.11,323.03,1068937
2000-05-25,325.89,326.50,325.55,326.50,598435
2000-05-26,323.80,332.34,323.80,332.34,1000776
2000-05-29,333.54,333.54,327.76,327.76,393168
2000-05-30,332.43,338.72,332.43,337.13,13009221
2000-05-31,341.67,348.35,341.67,344.61,613270
2000-06-01,344.52,345.25,343.97,343.97,298195
2000-06-02,339.25,342.59,339.25,342.59,200794
2000-06-05,342.34,342.34,339.53,339.53,167435
2000-06-06,342.22,344.75,342.22,343.33,1741184
2000-06-07,343.46,350.92,341.39,350.92,42617
2000-06-08,352.77,352.77,343.77,343.77,397203
2000-06-09,344.74,352.96,344.74,352.96,262663
2000-06-12,355.05,355.16,353.00,355.16,89050
2000-06-13,358.04,359.66,356.53,359.66,295533
2000-06-14,358.02,360.59,357.19,360.59,637926
2000-06-15,360.19,360.19,343.11,343.11,1263051
2000-06-16,342.36,344.29,340.72,344.29,7487777
2000-06-19,340.84,340.84,332.56,332.56,475808
2000-06-20,331.98,331.98,321.90,321.90,362320
2000-06-21,324.53,326.39,323.97,323.97,449317
2000-06-22,326.76,332.23,326.12,326.12,774326
2000-06-23,325.44,331.51,325.44,331.51,844761
2000-06-26,331.91,333.99,331.30,331.30,1219080
2000-06-27,325.55,325.55,323.47,323.47,283178
2000-06-28,320.79,328.83,320.53,328.83,629701
2000-06-29,330.12,331.94,325.96,331.94,270555
2000-06-30,333.11,333.11,326.14,326.14,388966
2000-07-03,322.83,329.02,322.83,329.02,1995350
2000-07-04,332.83,332.83,326.51,326.51,608350
2000-07-05,324.24,329.13,321.68,329.13,1047257
2000-07-06,325.08,328.21,324.48,328.21,759502
2000-07-07,324.62,329.52,324.62,326.70,496431
2000-07-10,328.28,328.28,325.66,325.66,349087
2000-07-11,323.85,326.35,323.85,325.40,983203
2000-07-12,322.63,327.20,322.63,327.20,1910892
2000-07-13,326.01,330.19,326.01,330.09,619777
2000-07-14,331.62,336.77,331.62,336.77,6180383
2000-07-17,337.96,340.96,337.81,337.81,476569
2000-07-18,335.60,339.52,335.60,337.68,2244734
2000-07-19,333.12,348.47,333.12,348.47,556181
2000-07-20,343.21,343.21,327.79,327.79,29985
2000-07-21,325.40,325.40,320.52,321.84,10353615
2000-07-24,326.29,326.79,321.62,321.62,1929634
2000-07-25,323.09,323.39,315.68,315.68,588316
2000-07-26,322.16,323.11,315.71,315.71,370077
2000-07-27,313.22,315.03,313.22,315.03,144076
2000-07-28,317.21,324.67,317.21,324.67,871548
2000-07-31,324.30,324.30,312.51,312.51,388512
2000-08-01,317.79,318.00,313.38,313.38,32007
2000-08-02,316.70,318.64,313.54,318.64,487105
2000-08-03,316.78,317.51,316.78,316.85,234255
2000-08-04,317.03,325.63,317.03,325.63,620679
2000-08-07,322.06,324.46,322.06,323.37,572405
2000-08-08,320.34,322.12,320.34,321.39,162114
2000-08-09,318.12,320.37,317.68,317.68,2000239
2000-08-10,319.29,320.85,316.05,320.85,485580
2000-08-11,322.61,325.19,322.56,325.19,193478
2000-08-14,325.23,326.92,325.23,326.43,3865541
2000-08-15,325.63,332.17,325.63,329.42,484090
2000-08-16,332.88,332.88,327.25,329.08,161375
2000-08-17,330.59,332.43,330.35,332.11,5270548
2000-08-18,333.10,333.10,328.19,331.60,954432
2000-08-21,328.27,328.27,323.35,323.43,324538
2000-08-22,322.91,322.91,317.59,317.59,686292
2000-08-23,313.55,315.64,313.55,314.97,1159416
2000-08-24,313.66,316.18,312.96,315.78,2071589
2000-08-25,312.35,312.88,310.18,310.18,212135
2000-08-28,306.50,313.40,306.50,313.40,14619328
2000-08-29,313.40,313.40,305.79,305.79,420
2000-08-30,308.55,309.74,308.23,309.74,1184365
2000-08-31,310.95,311.95,309.57,311.91,1879554
2000-09-01,308.81,308.81,301.01,301.01,1338692
2000-09-04,299.94,299.94,291.40,292.03,765310
2000-09-05,293.79,307.15,293.79,307.15,479734
2000-09-06,304.86,304.86,297.06,297.06,225601
2000-09-07,302.19,302.19,292.61,292.61,6315031
2000-09-08,294.85,294.85,293.40,294.35,7142040
2000-09-11,297.81,297.81,293.05,294.53,86578
2000-09-12,295.05,303.15,295.05,303.15,1097094
2000-09-13,310.60,315.62,310.60,315.62,301186
2000-09-14,310.93,317.68,310.93,311.88,320266
2000-09-15,305.70,305.70,300.23,301.95,98000
2000-09-18,302.44,307.94,301.18,307.94,605061
2000-09-19,307.17,310.02,307.17,308.93,562224
2000-09-20,307.07,310.40,303.98,303.98,176482
2000-09-21,303.41,306.17,303.09,305.77,201143
2000-09-22,306.02,306.02,300.07,300.07,545413
2000-09-25,302.45,302.45,295.96,295.96,3112860
2000-09-26,289.97,289.97,288.24,288.24,3656583
2000-09-27,287.74,298.38,287.74,298.38,3995198
2000-09-28,300.86,301.26,294.79,295.99,111685
2000-09-29,297.14,302.35,296.74,301.39,137998
2000-10-02,313.63,313.63,306.05,307.04,292207
2000-10-03,307.37,307.37,297.21,297.21,44193
2000-10-04,295.43,296.32,294.33,294.33,203320
2000-10-05,294.24,294.24,288.18,288.18,300075
2000-10-06,284.96,289.30,284.96,289.30,1381400
2000-10-09,283.96,284.42,283.26,283.26,7041961
2000-10-10,283.97,283.97,272.38,272.38,422724
2000-10-11,270.34,275.74,270.28,273.82,24427
2000-10-12,271.72,276.98,271.72,276.98,125015
2000-10-13,276.53,278.85,275.89,276.76,292226
2000-10-16,274.01,274.01,264.49,264.49,1658098
2000-10-17,264.40,271.57,264.40,271.57,48170332
2000-10-18,275.26,282.94,275.26,282.94,166488
2000-10-19,286.52,288.52,286.52,288.52,2873834
2000-10-20,291.81,297.02,291.81,297.02,765339
2000-10-23,294.85,302.65,294.85,302.65,320283
2000-10-24,301.76,306.92,301.17,306.92,881559
2000-10-25,304.63,304.63,302.26,304.06,311126
2000-10-26,302.42,304.07,301.19,302.95,79463
2000-10-27,304.52,304.52,301.31,301.31,1421674
2000-10-30,301.99,305.26,301.93,301.93,1084377
2000-10-31,298.68,298.68,294.26,296.63,60319596
2000-11-01,294.02,294.02,287.46,289.26,473362
2000-11-02,287.39,293.99,286.73,293.99,503783
2000-11-03,294.55,295.64,293.56,295.64,142912
2000-11-06,301.78,303.48,300.59,300.59,5353521
2000-11-07,297.27,303.50,297.27,303.50,34320
2000-11-08,309.67,312.68,307.13,312.68,774894
2000-11-09,308.66,312.09,308.66,312.09,1799182
2000-11-10,305.06,312.64,305.06,309.57,99976
2000-11-13,309.16,317.67,309.16,315.03,1449530
2000-11-14,312.15,316.00,310.65,314.25,70562
2000-11-15,320.35,320.35,316.58,318.26,2327983
2000-11-16,314.71,314.71,305.07,306.46,709387
2000-11-17,306.54,306.54,305.69,306.06,920332
2000-11-20,305.93,310.14,305.51,305.51,3645638
2000-11-21,311.92,311.92,304.20,304.20,2795299
2000-11-22,305.81,310.97,305.81,310.85,904050
2000-11-23,317.98,317.98,314.81,316.67,2578153
2000-11-24,317.09,317.09,311.06,315.21,861175
2000-11-27,323.08,332.09,322.96,322.96,362451
2000-11-28,318.42,322.38,317.64,322.38,594204
2000-11-29,317.03,317.95,312.82,312.82,3135690
2000-11-30,312.93,321.87,312.93,321.87,897562
2000-12-01,320.90,325.83,320.90,325.46,24938
2000-12-04,320.58,329.21,320.58,329.21,1207850
2000-12-05,331.80,331.80,326.11,326.70,11993358
2000-12-06,322.83,322.83,315.26,321.10,1981387
2000-12-07,318.44,321.22,318.44,318.47,259057
2000-12-08,316.25,320.14,311.95,311.95,823201
2000-12-11,313.52,314.42,308.31,308.31,456771
2000-12-12,309.95,309.95,298.66,298.66,585460
2000-12-13,298.08,301.92,295.38,301.92,13167137
2000-12-14,303.90,303.90,302.96,303.86,4370636
2000-12-15,307.28,308.12,296.80,296.80,1644036
2000-12-18,296.72,296.72,288.10,290.14,25216
2000-12-19,292.64,295.66,292.64,295.66,1409055
2000-12-20,295.48,296.02,294.85,294.88,5811296
2000-12-21,293.49,295.09,293.49,295.09,3426978
2000-12-22,295.39,296.83,294.88,294.88,81715
2000-12-25,294.36,299.61,294.36,299.61,184905
2000-12-26,300.49,300.49,291.57,291.57,430979
2000-12-27,291.13,291.13,284.99,286.60,906717
2000-12-28,286.94,287.49,284.52,286.84,666292
2000-12-29,289.04,292.55,289.04,291.22,7500815
2001-01-01,288.73,289.68,285.40,289.68,395222
2001-01-02,285.82,285.82,281.46,284.64,804351
2001-01-03,281.46,285.62,278.59,285.62,853673
2001-01-04,284.09,284.09,281.13,281.13,1037004
2001-01-05,282.10,288.86,282.10,288.86,73858
2001-01-08,286.73,290.25,285.01,290.25,31679
2001-01-09,284.70,285.51,281.88,283.51,325362
2001-01-10,277.98,277.98,275.32,275.32,77029
2001-01-11,274.81,274.81,270.21,270.21,2988873
2001-01-12,271.06,275.29,271.06,274.31,96216
2001-01-15,270.48,271.53,269.75,270.62,464254
2001-01-16,274.26,276.44,272.75,276.44,3461527
2001-01-17,275.55,276.77,273.43,273.43,4371910
2001-01-18,274.87,274.87,270.86,272.16,618570
2001-01-19,270.33,273.59,270.15,270.88,1733362
2001-01-22,272.83,273.79,268.83,268.83,381868
2001-01-23,269.83,277.13,269.83,277.12,5731685
2001-01-24,281.77,281.77,274.85,274.85,4145839
2001-01-25,272.67,275.25,270.00,275.25,976463
2001-01-26,273.08,273.08,270.15,271.96,161463
2001-01-29,269.55,269.55,266.30,266.30,1238744
2001-01-30,265.79,269.02,265.79,268.86,1968345
2001-01-31,271.79,274.74,271.79,274.74,73677
2001-02-01,274.39,274.39,270.54,270.54,257151
2001-02-02,272.79,272.79,268.90,271.87,592389
2001-02-05,271.23,274.01,271.08,274.01,112339
2001-02-06,273.44,275.05,272.47,273.75,320492
2001-02-07,269.62,269.62,264.16,266.00,4239608
2001-02-08,265.61,269.28,265.38,265.38,7848325
2001-02-09,264.72,270.84,264.72,270.84,448390
2001-02-12,271.42,271.42,264.21,264.21,93688
2001-02-13,261.45,261.45,257.20,258.37,464788
2001-02-14,260.34,260.71,258.17,260.71,114976
2001-02-15,260.04,260.24,256.43,256.43,3355523
2001-02-16,252.91,252.91,250.73,251.51,315906
2001-02-19,253.09,257.83,253.09,257.83,1330240
2001-02-20,253.94,253.94,249.10,249.10,707802
2001-02-21,250.79,251.32,248.61,250.72,3704202
2001-02-22,246.44,246.44,243.30,244.00,127309
2001-02-23,245.98,249.22,243.62,249.22,73003
2001-02-26,248.60,248.60,246.40,246.63,623540
2001-02-27,247.49,247.49,243.66,243.96,598386
2001-02-28,241.46,241.46,238.00,238.24,1301368
2001-03-01,237.79,237.79,231.48,231.48,476298
2001-03-02,229.67,231.56,229.67,231.31,777396
2001-03-05,230.95,230.95,224.89,227.38,99502
2001-03-06,227.03,227.03,222.31,222.71,168624
2001-03-07,221.91,223.98,221.39,221.39,157737
2001-03-08,221.56,221.56,220.48,220.48,2769378
2001-03-09,217.91,220.40,217.91,219.34,1688903
2001-03-12,221.17,226.62,221.17,226.62,189195
2001-03-13,226.68,228.32,226.37,226.37,998729
2001-03-14,221.21,225.84,221.21,225.84,3763704
2001-03-15,228.87,228.87,224.37,224.37,1786280
2001-03-16,220.69,220.69,216.37,218.88,118091
2001-03-19,221.55,223.81,221.55,222.99,1302681
2001-03-20,223.39,223.72,222.08,223.72,278255
2001-03-21,224.36,227.36,222.73,227.36,5427945
2001-03-22,225.92,229.23,225.92,226.50,380236
2001-03-23,224.71,224.71,217.65,218.00,539358
2001-03-26,216.34,218.61,216.34,218.58,52952
2001-03-27,220.55,220.55,216.23,216.23,430470
2001-03-28,212.45,212.45,210.85,212.07,3693
2001-03-29,215.09,217.18,214.78,214.78,80143
2001-03-30,212.51,212.51,209.90,211.81,2059629
2001-04-02,214.69,214.94,211.08,211.08,295249
2001-04-03,210.63,213.80,209.56,213.45,7331228
2001-04-04,214.48,215.25,213.90,213.90,238102
2001-04-05,213.60,214.57,213.60,214.44,2937202
2001-04-06,213.93,220.39,213.93,220.39,320274
2001-04-09,221.48,227.36,221.48,227.36,106821
2001-04-10,224.81,225.55,223.76,224.25,789371
2001-04-11,224.91,224.91,223.38,223.38,381392
2001-04-12,223.61,223.91,222.43,223.33,16831
2001-04-13,223.27,223.27,219.66,221.28,2364839
2001-04-16,223.40,228.41,222.92,228.41,2194743
2001-04-17,230.40,230.40,225.41,229.53,905596
2001-04-18,228.37,228.37,225.77,225.77,211637
2001-04-19,225.84,228.55,225.84,228.08,971750
2001-04-20,228.58,228.58,222.19,222.19,303229
2001-04-23,221.72,221.72,213.99,213.99,1556461
2001-04-24,213.89,213.89,210.35,210.85,809338
2001-04-25,209.15,212.54,209.15,210.92,236538
2001-04-26,204.84,204.84,198.67,198.93,197692
2001-04-27,198.87,198.87,195.69,197.42,1843313
2001-04-30,198.78,198.78,193.94,193.94,5866616
2001-05-01,196.67,198.27,195.50,198.27,396585
2001-05-02,197.23,201.39,197.23,201.39,1542912
2001-05-03,198.99,198.99,195.26,197.23,7679956
2001-05-04,195.44,195.44,193.22,195.13,1176288
2001-05-07,194.05,197.10,193.39,196.82,75619
2001-05-08,198.49,201.26,196.84,201.26,144824
2001-05-09,201.03,203.24,199.40,203.24,7692703
2001-05-10,205.61,209.97,205.61,209.27,222557
2001-05-11,208.46,215.54,208.46,215.54,333444
2001-05-14,216.88,221.61,216.88,221.61,156385
2001-05-15,217.58,218.62,216.82,218.62,459651
2001-05-16,216.98,217.24,214.60,217.24,738468
2001-05-17,220.54,221.53,218.40,220.46,960753
2001-05-18,220.87,220.94,220.79,220.80,5141834
2001-05-21,221.72,221.72,218.76,218.76,986143
2001-05-22,222.25,222.25,217.84,217.84,149493
2001-05-23,217.16,217.16,211.97,211.97,119816
2001-05-24,210.89,210.89,209.05,210.64,5710421
2001-05-25,206.12,208.48,206.12,208.16,2400065
2001-05-28,206.13,206.13,204.42,204.80,248807
2001-05-29,210.24,210.24,205.88,206.90,610
2001-05-30,206.58,208.90,206.40,208.90,453099
2001-05-31,208.16,208.69,207.50,208.69,766148
2001-06-01,207.76,207.76,204.11,204.21,4933815
2001-06-04,201.59,203.73,201.15,202.86,323896
2001-06-05,204.95,211.19,204.95,211.19,778388
2001-06-06,212.89,215.06,212.70,212.70,565690
2001-06-07,210.42,211.64,209.56,210.93,2046881
2001-06-08,208.27,208.27,205.28,205.28,175521
2001-06-11,206.91,206.91,201.12,201.15,599802
2001-06-12,203.72,205.13,199.94,199.94,1325573
2001-06-13,199.65,201.95,199.65,201.95,283633
2001-06-14,203.37,203.37,200.41,201.24,222906
2001-06-15,202.55,202.55,198.38,199.83,1417002
2001-06-18,200.20,201.00,198.26,198.26,2568405
2001-06-19,198.57,203.12,198.57,202.68,866912
2001-06-20,205.70,206.98,205.19,206.91,6302981
2001-06-21,209.32,213.91,209.31,213.91,140889
2001-06-22,211.86,214.57,211.86,214.05,908
2001-06-25,212.23,212.23,208.43,208.43,159517
2001-06-26,208.28,208.28,202.46,202.87,2517971
2001-06-27,203.96,205.57,201.95,201.95,330123
2001-06-28,200.87,206.92,200.87,206.92,1069188
2001-06-29,206.25,209.54,206.25,208.94,538965
2001-07-02,210.73,211.59,205.78,205.78,1201403
2001-07-03,204.14,207.23,203.61,203.61,127314
2001-07-04,204.17,204.17,201.36,201.36,732076
2001-07-05,203.56,203.56,194.22,194.22,1779888
2001-07-06,193.55,196.30,192.85,196.30,687354
2001-07-09,196.17,196.25,194.67,196.25,581749
2001-07-10,194.63,197.74,194.63,195.28,213676
2001-07-11,194.93,197.52,194.93,197.52,669546
2001-07-12,196.46,199.86,196.46,199.05,165913
2001-07-13,202.13,205.46,202.13,205.46,658525
2001-07-16,205.82,205.82,204.65,205.02,2795907
2001-07-17,207.87,207.87,207.21,207.80,218394
2001-07-18,206.48,208.24,205.95,208.24,130881
2001-07-19,205.89,205.89,203.38,205.08,10870066
2001-07-20,206.76,208.85,205.04,208.49,176948
2001-07-23,208.96,212.89,208.96,212.89,664154
2001-07-24,212.50,213.89,212.50,212.65,3372591
2001-07-25,213.46,213.46,209.63,209.63,5458
2001-07-26,208.47,209.82,208.47,208.80,191438
2001-07-27,211.55,213.90,211.47,212.14,17572784
2001-07-30,212.79,213.41,212.00,213.41,2562971
2001-07-31,210.97,213.02,209.33,211.35,44041
2001-08-01,210.90,215.39,210.90,214.59,595074
2001-08-02,216.31,216.31,215.06,216.29,1251726
2001-08-03,216.74,219.23,215.19,215.19,121630
2001-08-06,212.38,212.46,209.27,212.46,651314
2001-08-07,209.94,209.94,205.64,205.64,314956
2001-08-08,208.10,209.32,208.08,208.08,277192
2001-08-09,208.91,208.91,207.50,207.50,69948
2001-08-10,208.73,215.17,208.73,215.17,811934
2001-08-13,216.15,216.15,213.06,214.87,2070294
2001-08-14,215.59,221.91,215.59,221.91,1047094
2001-08-15,221.09,223.98,221.09,223.44,177574
2001-08-16,222.37,222.74,220.09,221.45,123446
2001-08-17,221.15,221.15,218.09,220.21,829048
2001-08-20,219.89,219.89,214.31,214.31,5057681
2001-08-21,215.02,215.68,213.08,213.08,429026
2001-08-22,210.68,212.25,210.68,210.71,545873
2001-08-23,205.54,208.63,205.54,207.82,507268
2001-08-24,208.18,212.24,208.18,211.03,885288
2001-08-27,208.48,212.14,207.89,212.14,78596
2001-08-28,209.55,212.38,209.55,209.78,297125
2001-08-29,212.03,213.75,212.03,213.53,2334306
2001-08-30,216.01,216.01,212.38,212.38,236683
2001-08-31,211.46,212.39,211.31,212.39,683042
2001-09-03,211.77,211.77,208.80,208.80,1102989
2001-09-04,210.77,214.06,210.77,214.06,19797
2001-09-05,212.05,212.05,208.51,209.11,5682631
2001-09-06,206.82,207.52,205.15,205.15,103197
2001-09-07,207.28,207.65,206.12,206.12,5383534
2001-09-10,207.41,207.41,205.60,205.60,2450759
2001-09-11,207.90,207.90,203.06,203.06,817165
2001-09-12,200.59,202.29,197.67,202.29,267075
2001-09-13,200.88,200.88,199.23,199.23,631234
2001-09-14,195.71,204.44,195.71,204.44,196073
2001-09-17,206.61,208.91,206.45,206.45,91421
2001-09-18,203.61,203.73,199.49,199.49,16633381
2001-09-19,194.70,194.70,192.59,192.59,1441449
2001-09-20,193.96,196.83,193.96,195.99,284975
2001-09-21,196.43,198.34,196.43,196.47,1231356
2001-09-24,194.40,194.84,192.45,194.69,87550
2001-09-25,191.69,191.69,187.41,187.41,2173982
2001-09-26,188.83,188.83,185.83,186.83,16844036
2001-09-27,187.52,190.14,185.72,187.57,5349950
2001-09-28,185.71,188.80,185.71,188.80,454320
2001-10-01,187.91,187.91,186.42,187.51,1062378
2001-10-02,191.34,191.34,184.88,184.88,247073
2001-10-03,185.75,186.81,184.65,184.65,2046520
2001-10-04,185.27,185.27,182.81,182.81,267784
2001-10-05,181.34,183.37,181.34,183.19,339561
2001-10-08,182.15,186.85,182.15,186.85,87476
2001-10-09,186.34,191.79,186.34,190.67,1090893
2001-10-10,189.94,189.94,184.84,184.84,23614
2001-10-11,183.19,183.19,181.59,182.76,561069
2001-10-12,183.37,185.32,183.37,184.95,492735
2001-10-15,182.08,182.78,180.90,182.78,342404
2001-10-16,181.72,183.90,180.30,180.30,757214
2001-10-17,179.25,179.25,174.51,174.51,19017
2001-10-18,177.06,179.96,175.15,179.96,97080
2001-10-19,182.59,182.59,180.18,181.81,2091198
2001-10-22,180.43,181.76,179.83,179.83,920779
2001-10-23,178.51,179.69,177.94,177.94,910280
2001-10-24,180.31,181.62,180.31,181.42,45388
2001-10-25,181.02,181.02,176.98,178.08,165904
2001-10-26,178.70,178.70,173.98,173.98,396689
2001-10-29,173.45,176.14,173.08,176.14,2079952
2001-10-30,174.47,174.48,170.79,170.79,431192
2001-10-31,173.43,173.83,171.86,171.86,21797
2001-11-01,171.62,172.09,168.21,172.09,460482
2001-11-02,168.99,168.99,164.31,164.31,26575860
2001-11-05,164.53,165.44,163.02,163.95,1757149
2001-11-06,165.94,167.49,162.47,163.85,2091605
2001-11-07,163.74,163.74,163.35,163.48,110507
2001-11-08,163.16,163.16,162.06,162.06,409367
2001-11-09,161.25,161.25,157.66,157.66,541935
2001-11-12,157.78,159.14,156.83,157.87,96801
2001-11-13,156.93,156.93,153.41,153.41,647365
2001-11-14,151.33,151.33,149.17,149.17,143907
2001-11-15,150.91,152.01,150.48,150.48,692790
2001-11-16,150.74,153.27,150.74,153.27,195996
2001-11-19,150.55,150.55,147.77,149.80,6979547
2001-11-20,150.85,154.42,150.85,154.16,256689
2001-11-21,150.77,150.85,149.71,149.96,8182937
2001-11-22,148.76,149.45,148.36,149.45,221668
2001-11-23,151.09,153.22,151.09,152.82,70339
2001-11-26,152.11,153.06,151.25,151.25,278588
2001-11-27,150.73,150.84,150.02,150.84,1863967
2001-11-28,149.29,149.96,149.29,149.71,464826
2001-11-29,149.11,151.49,148.58,151.49,183137
2001-11-30,150.53,150.53,146.24,146.24,4925
2001-12-03,143.95,144.18,143.05,143.80,258621
2001-12-04,142.61,142.61,140.57,141.54,866110
2001-12-05,142.64,143.20,142.01,142.09,11352610
2001-12-06,144.05,145.36,141.55,141.55,8865388
2001-12-07,141.18,142.10,140.89,141.00,722909
2001-12-10,139.26,139.97,138.30,138.30,8058678
2001-12-11,136.09,136.20,134.98,134.98,139287
2001-12-12,135.39,139.50,135.39,139.50,833760
2001-12-13,139.93,141.13,139.93,141.13,537113
2001-12-14,140.22,141.96,140.22,141.09,706686
2001-12-17,140.44,142.88,140.44,141.62,450798
2001-12-18,141.07,141.07,139.36,140.17,45799
2001-12-19,139.10,139.10,136.26,137.47,5964400
2001-12-20,139.12,141.58,139.12,141.58,830916
2001-12-21,139.49,139.68,136.86,136.86,658073
2001-12-24,136.66,137.65,135.36,137.65,8517916
2001-12-25,136.20,137.77,134.53,137.77,251600
2001-12-26,137.96,138.67,137.96,138.67,59685
2001-12-27,139.79,142.66,139.79,142.66,2258739
2001-12-28,143.90,144.21,142.63,143.89,80485
2001-12-31,144.33,144.33,142.27,142.32,507917
2002-01-01,140.37,140.37,137.82,137.82,128118
2002-01-02,136.52,139.47,136.52,138.13,156314
2002-01-03,136.28,137.34,135.86,137.34,1973816
2002-01-04,138.28,139.90,137.18,137.18,283064
2002-01-07,139.52,141.66,139.47,141.66,4485718
2002-01-08,140.75,141.18,139.67,140.20,312158
2002-01-09,141.44,141.44,137.19,137.19,1894293
2002-01-10,137.59,140.49,137.59,138.53,4763738
2002-01-11,139.44,144.20,139.44,143.85,8016417
2002-01-14,144.81,148.17,144.81,145.96,330886
2002-01-15,146.15,146.15,140.69,140.69,1463658
2002-01-16,142.61,144.03,142.61,143.61,480090
2002-01-17,145.29,147.74,145.29,147.04,2432713
2002-01-18,147.30,147.87,147.30,147.87,107526
2002-01-21,150.27,152.44,150.27,152.44,482645
2002-01-22,151.61,151.61,147.13,147.13,383667
2002-01-23,146.25,146.25,143.81,143.81,262877
2002-01-24,143.72,143.72,142.17,142.91,1230466
2002-01-25,141.73,141.73,138.08,138.08,383697
2002-01-28,136.52,136.52,132.41,132.41,374330
2002-01-29,130.73,131.47,129.38,130.33,16392
2002-01-30,130.43,130.54,128.70,128.84,418512
2002-01-31,129.47,133.26,129.47,133.08,3437500
2002-02-01,132.23,134.88,132.23,134.88,13010355
2002-02-04,134.71,138.56,134.71,136.59,1046
2002-02-05,136.83,136.83,133.91,133.91,1994822
2002-02-06,133.98,137.25,133.98,135.93,91817
2002-02-07,134.18,134.18,131.56,131.56,11281229
2002-02-08,133.00,133.00,131.20,131.20,603993
2002-02-11,131.94,134.64,131.94,134.64,399149
2002-02-12,134.78,136.43,134.78,136.14,640751
2002-02-13,137.34,137.34,134.11,134.37,1439854
2002-02-14,133.05,134.99,133.05,134.35,1294903
2002-02-15,133.08,134.86,131.75,134.86,207899
2002-02-18,133.81,136.45,133.81,136.45,563333
2002-02-19,135.09,135.09,132.24,132.38,688601
2002-02-20,132.18,133.35,132.18,133.11,1736481
2002-02-21,131.18,131.82,131.18,131.33,29987
2002-02-22,130.71,131.59,130.71,131.03,346917
2002-02-25,132.08,132.08,128.69,128.69,918116
2002-02-26,128.95,129.33,127.80,127.80,429187
2002-02-27,126.69,126.69,125.79,125.87,547999
2002-02-28,127.68,127.68,125.23,125.23,66139
2002-03-01,125.04,127.27,125.04,125.27,1942138
2002-03-04,125.81,125.81,121.17,122.28,1334451
2002-03-05,122.37,125.98,122.37,125.98,1723873
2002-03-06,126.79,126.90,125.24,125.24,860590
2002-03-07,126.24,126.24,124.16,124.16,493236
2002-03-08,122.05,122.05,120.06,120.32,1067507
2002-03-11,121.62,124.27,121.62,123.80,952074
2002-03-12,124.14,124.35,122.19,124.35,17792
2002-03-13,124.28,124.75,122.82,124.75,357581
2002-03-14,125.02,125.02,121.48,121.61,3029913
2002-03-15,122.03,122.03,119.71,119.71,9302
2002-03-18,118.40,118.40,114.98,114.98,17847
2002-03-19,114.91,114.91,113.09,113.09,174466
2002-03-20,112.98,112.98,109.48,109.48,214220
2002-03-21,109.96,109.96,108.47,109.80,1910129
2002-03-22,109.38,109.38,106.81,106.81,273456
2002-03-25,106.14,106.87,106.14,106.34,2083426
2002-03-26,104.51,104.51,103.46,104.11,321667
2002-03-27,103.83,104.81,103.24,104.81,167217
2002-03-28,104.83,105.80,104.83,105.30,275647
2002-03-29,106.04,107.54,106.04,107.50,251398
2002-04-01,107.94,110.10,107.94,110.10,3928151
2002-04-02,110.46,110.46,107.14,107.14,139927
2002-04-03,105.46,105.46,102.36,102.36,204857
2002-04-04,102.74,103.71,102.74,103.13,2937619
2002-04-05,102.03,102.03,100.60,100.93,25287
2002-04-08,101.63,101.63,99.57,99.57,1547686
2002-04-09,100.68,101.13,100.30,100.30,1344856
2002-04-10,100.48,100.48,99.43,99.43,870848
2002-04-11,98.00,98.00,96.51,96.51,782759
2002-04-12,97.11,99.20,97.11,99.18,675778
2002-04-15,98.13,100.29,98.13,99.59,37698
2002-04-16,101.14,101.78,99.94,99.94,365205
2002-04-17,99.35,99.35,97.42,97.42,344101
2002-04-18,96.61,96.61,94.24,94.24,2767645
2002-04-19,93.34,93.82,92.94,93.25,1168189
2002-04-22,92.36,92.47,90.49,90.49,4284731
2002-04-23,91.64,92.85,91.64,92.85,32254
2002-04-24,92.43,92.43,90.75,91.65,9787209
2002-04-25,90.63,91.47,90.59,90.87,2119003
